제품 이름,평점,판매 회사,날짜,제목,내용
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.02.28.,[아이패드 8세대 7세대 10.2 용 애플펜슬 수납홀더 스마트커버 케이스 구매 후기][서론]이번에 새로 아이패드 8세대를 구입하게되면서 아이엠듀에서 케이스를 구매하게 되었습니다.기,"[아이패드 8세대 7세대 10.2 용 애플펜슬 수납홀더 스마트커버 케이스 구매 후기]

[서론]
이번에 새로 아이패드 8세대를 구입하게되면서 아이엠듀에서 케이스를 구매하게 되었습니다.

기존에 쓰던 태블릿은 사용중이던 케이스가 약했기 때문에 본 태블릿 PC의 손상이 더욱 가중되는 상황이었습니다.

또한 태블릿으로 영상 시청을 하려고해도 보이는 각도가 상당히 불편해서 눈과 목쪽에도 무리가 갔었고 가격에 비해 상당히 투박하고 두꺼웠던 디자인이어서 어디 나가서 들고다니기에도 솔직히 조금 창피했습니다.

또한 가격 역시 터무니 없이 비싼 돈을 주고(오프라인에서 구입) 사는 바람에 위에 말씀드린 불편함을 비싼돈 아까워서라도 감내하면서 사용해야겠다는 생각으로 계속해서 사용했습니다.

그러다가 최근에 아이패드 8세대를 구입하게 되었고 이번에는 케이스를 정말 신중하고 삼고초려해서 구입하기로 마음 먹었습니다.

저는 애플 펜슬을 이용하여 드로잉 작업도 해야했고, 가끔은 영상 편집도 해야하는 상황이라 이에 적합한 최적의 환경을 제공해줄 수 있는 케이스를 찾아야겠다고 생각하였습니다.

인터넷 강의도 듣는 저였기 때문에 최대한 태블릿을 보기 편한 가로형태로 세웠을 때 제 눈높이와 태블릿의 편한 각도가 맞춰지는 것도 중요하였습니다.

그리고 이전의 케이스는 단단하지 못해서 태블릿 PC에 파손이 왔었던 생각하였고 두껍고 투박한 디자인이 아닌 최대한 슬림한 디자인이었으면 좋겠다고 생각했습니다.

그리고 무엇보다 애플 제품의 상징인 애플 로고가 어느정도 노출되었으면 상당히 조화롭고 예쁠것같다라는 생각이 들었습니다. 그래서 케이스를 구입하기 전 다음과 같은 요소들을 중점으로 두고 구입하기로 마음먹었습니다.

1. 편한 각도
2. 단단한 내구성
3. 두껍지 않은 슬림한 디자인
4. 아이패드와의 조화성

이러한 기준으로 열심히 네이버에서 검색을 하고, 블로그를 찾아보고, 여러 가지 커뮤니티에 있는 케이스들의 후기들을 보면서 약 3일 정도의 정성을 쏟은 결과 아이엠듀에서 판매되고 있는 ‘아이패드 스마트커버 케이스’를 구입하기로 결정하였습니다.

제품을 주문하고 하루 뒤 물건이 집으로 도착하였습니다. 그리고 서둘러 개봉을 해보고 사용을 해보았는데, 앞서 위에서 말씀드린 4가지 기준을 원활하게 충족시켜주었고 아래는 각 기준에서 어떠한 이유로 그 기준에 맞았는지를 설명드리려고 합니다.

[본론]
먼저 첫 번째로 편한 각도입니다.

제가 선택한 매트 타입 케이스는 35도로 거치되는 케이스로서, 처음 딱 세웠을 때 아주 편한 느낌이었습니다. 베이직의 65도 보다 조금 더 세워져 있어서 고개를 더 숙이지 않아도 되고, 앉은 키가 작으신 분들도 매트 타입의 65도가 더 적응하시는데에 용이할 것이라고 생각됩니다. 또한 눈 건강, 목 건강에도 상당히 도움이 될 것이라 생각합니다.

.

이 케이스의 소재는 합성 피혁 + TPU 실리콘 + 하드실리콘 등의 혼합으로 만들어진 케이스입니다. 따라서 다른 플라스틱 케이스보다 더욱 말랑말랑하고 우리가 일상 생활속에서 떨어뜨렸을 때 충격 흡수에 아주 적격인 소재들로 이루어져 있고, 전면부의 커버 부분은 가죽 케이스와 같이 도 묻어 있었습니다.

세 번째로 두껍지 않은 슬림한 디자인입니다.

케이스의 두께를 자로 재보니 약 1.3cm의 길이로 측정되었습니다. 이는 타사의 경쟁 제품들과 비교해도 굉장히 슬림한 사이즈로 어필할 수 있는 부분이며 두껍고 투박한 케이스보다는 당연히 보기에도 좋은 슬림한 케이스를 찾는 고객들이 대다수일 것입니다. 본 케이스는 이런 부분에 있어 상당히 슬림한 디자인을 자랑하고 있었습니다.

마지막으로 아이패드와의 조화성입니다.

케이스 시장에 나와있는 여러 가지 제품들을 수도 없이 봐왔고, 구매자들의 리뷰도 하나하나씩 읽어보니 만족하지 못하는 구매자들의 대부분이 ‘나의 아이패드와 ’였습니다.

조화롭게 매치되지 않는 부분이 어떤 것일까 .

제가 구입한 본 케이스(매트 타입)는 뒷면이 투명으로 되어있어 애플의 상징인 로고가 그대로 노출되는 디자인의 형태이고 전면부는 상당히 간결하고 심플한 톤의 색감 재질을 넣어서 그런지 아이패드의 어떠한 색상(스페이스 그레이, 실버, 골드)의 제품을 사용해도 상당히 조화롭게 잘 어울릴 것 이라는 생각이 들었습니다.

전면의 심플한 색감과 뒷면의 애플의 색감과 로고가 주는 그 영향력은 무시하지 못할 것입니다.

[결론]
이번 아이패드 케이스를 구입하는 계기에는 앞서 서론에서 말씀드린 것과 , 상당히 불편한 각도, 투박했던 디자인, 터무니 없었던 가격 등으로 인한 태블릿 PC의 손상 및 파손이 원인이었습니다.

때문에 새로 구입한 태블릿인 아이패드는 반드시 좋은 제품으로 구입해서 내 자식같이 아끼며 잘 써야겠다는 생각이 가장 컸습니다.

이러한 계기로 열심히 웹서핑, 블로그 탐방, 커뮤니티 탐방, 리뷰 참고, 가격 비교 등등의 방법을 통해 아이엠듀의 케이스를 발견하였고 본 제품의 리뷰들을 전체적으로 다 검토하고 최종적으로 구매하기로 결정했습니다.

이러한 저의 선택은 결국은 옳았다는 생각이 들고 저의 선택에 확신과 정답을 준 아이엠듀의 기술력에 다시 한 번 진심으로 감사드린다고 전해드리고 싶습니다.

이 케이스로 아이패드를 사용하는 수많은 사람들이 아이패드의 활용성에 날개를 달고 더욱 더 무궁무진한 라이프 스타일을 즐기셨으면 합니다.

그리고 다시 한번 이러한 걸작을 만들어주신 아이엠듀 관계자 여러분들에게 감사드리고 지금 혹시라고 구입을 고민하고 계시는 분들이 있으시다면 저의 리뷰를 참고하시고 구입하는 데에 조금이라도 긍정적인 영향을 끼쳤으면 하는 바램입니다. 감사합니다."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.04.23.,크게 좋은점은 세 가지로 나눌 수 있어요😎[첫번째: 가격]우선 타사 제품에 비해서 굉장히 싸고 품질도 좋아요 원래 정품 스마트 커버 사용했는데 가격이 거의 다섯배 정도 차이나는,"크게 좋은점은 세 가지로 나눌 수 있어요😎

[첫번째: 가격]
우선 타사 제품에 비해서 굉장히 싸고 품질도 좋아요 원래 정품 스마트 커버 사용했는데 가격이 거의 다섯배 정도 차이나는 반면에, 겉면 품질은 정품과 거의 흡사하고 속은 화면에 흠집가지 않을 부드러운 재질이에요 후회하지 않으실 제품이에요!

[두번째: 품질]
솔직히 처음에 구매했을 때는 그냥 저렴한 제품이니 몇 달 쓰겠지 했는데 정면과 후면을 모두 보호할 수 있는 건 북커버랑 커버형 케이스 뿐인데 북커버는 무게가 무거워서 들고다니기 힘든 반면에 이 제품은 별로 무겁지도 않고 무게 밸런스가 아주 잘잡힌 제품인 것 같아요! 장시간 사용해도 무리없을 거 같고 😁 또 버튼 하나하나 디테일을 잘 살렸고 깔끔하게 마감처리 되어 정말 기분좋은 제품이에요

[세번째: 실용성]
보통 아이패드를 구매하시고 케이스는 거의 필수고 구매하시잖아요 비싼 거 사기에는 좀 부담되신다면 이 제품 진짜 추천해요! 가격도 적당하고 다양한 각도로 거치할 수 있어 필기, 영상 시청에 유용한 제품이에요! 또 서비스로 필름도 같이 주시니 가격대비 정말 좋은 제품이란 걸 알 수 있어요
또 애플펜슬을 구매하실 경우에 따로 파우치를 들고다니기 힘든 반면에, 케이스에 한 번에 같이 보관할 수 있어서 정말 편리했어요! 다들 한 번쯤 사용하시기에 무리없는 제품이에요! !👊"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.03.27.,"휴대성과 가성비를 따졌을때 이 제품을 따라갈 상품은 없는 것 같네요.아이패드를 구입한 사람마다 그 용도가 다르겠지만, 저 처럼 ' 드로잉 ' 과 ' 메모 ' 를 목적으로 하는 사람","휴대성과 가성비를 따졌을때 이 제품을 따라갈 상품은 없는 것 같네요.

아이패드를 구입한 사람마다 그 용도가 다르겠지만, 저 처럼 ' 드로잉 ' 과 ' 메모 ' 를 목적으로 하는 사람이라면, 이 제품만한 케이스는 없을 거라 장담할 수 있습니다.

키보드가 달린 케이스를 살까, 간단한 실리콘 케이스를 살까, 파우치를 살까, 뭐 괜찮은 케이스 없나 고민을 하던중, 아이엠듀 케이스를 보게 되었고, 딱 제가 찾던 케이스라는 생각이들어 바로 구매했습니다.

세련된 외관, 섬세한 디테일, 극강의 가성비 등 여러 장점을 하나하나 언급하는 것보다, 명료하게 말하는게 더 좋을 것 같아서, 제가 느낀 장점위주로 적어보겠습니다.

무엇보다 가장 큰 장점은 ' 펜수납 ' 입니다.
요즘 케이스중에 거치안되는 케이스 거의 없죠. 어떤건 회전도됩니다. 어떤건 키보드도 달렸죠. 근데, 중요한건 제가 찾는건 ' 드로잉 ' 에 최적화된 케이스인거죠. 아이엠듀 케이스는 펜수납공간이 따로 있습니다. 사실 이거때문에 구매했다고해도 과언이 아니에요. 애플펜슬만을 위한 수납공간이 있어 10만원 이상하는 고가의 애플펜슬을 잃어버릴 염려도 없고, 언제 어디서나 간단하게 드로잉이 가능하죠.

두번째 장점은 디자인입니다.
저는 매트타입을 구매했는데, 사진상으로 꽤 두꺼워보여서 좀 걱정했습니다. 매트가 너무 두꺼우면 어떡하지.. 막상 받아보니 생각보다 슬림하더군요. . 심플이즈베스트라고 정말 심플하고 .

정말 좋은 제품 싸게 잘 구매한것 같습니다. 드로잉용 아이패드 케이스로는 이 제품을 따라갈 상품이 없는 것 같아요. 앞으로도 잘 사용하겠습니다. 감사합니다."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,1,아이엠듀 코리아,21.03.20.,아이패드를 구입하게 되면서 케이스가 필요하였는데 이곳의 케이스는 뒷면이 투명하게 되어있어 뒤가 이쁘다고 생각하여 구매하였습니다.1.기존에 쓰던 태블릿은 사용중 워낙 이 사이트 저,"아이패드를 구입하게 되면서 케이스가 필요하였는데 이곳의 케이스는 뒷면이 투명하게 되어있어 뒤가 이쁘다고 생각하여 구매하였습니다.

1.기존에 쓰던 태블릿은 사용중 워낙 이 사이트 저 사이트 들어가고
심지어 음악과동영상도 마구잡이식으로 시청할 수 있을 정도로
개방되어 있는 아이패드의 적수의 물품이었는데
아이패드는 모든게 막혀있고 심지어 동영상도 인터넷이 있어야 시청 할 수 있으므로 ㄱㅇㄷ이 되는 것 같습니다.
2.가격면에서도 정품을 쓰는 것이 좋겠지만 10만원 이상이라는 금액은 너무 과대해서 신중하고 세번의 생각 끝에 이 제품을 구매하게 되었습니다.아직 실사용시간은 1시간도 되지 않아서 정확히 이녀석은 이거다.너로 정했다.피카츄 이러한 이야기는 못하겠네요.
3.사실은 제품이 핑크샌드 1번 제품으로 잘못배송되어 아 이거 어떡하지 하였는데 아이엠듀에서는 물 흘러가듯이 매우 편안하게 처리해주었습니당~~~우체국 택배인데 이 기사와조금 말다툼이 있었으나
그것도 이분의 일이기에 제가 고생을 감수했습니다.
교환 한번하는 것도 장난아니네요.우체국 기사 성격이 그런지는 모르겠는데 자신의 스트레스를 물건 받는 사람에게나하고 TV나 이런 곳에서는
약자로 나오지만 깡촌에 살아가고 있는 저로서는 저들은 매우 나쁜 갑중의 갑이었어요.아이엠듀는 정확한 시간에 정확하게 물건을 나르고 정확한 시기에 물건을 잘 맡았겠지만요.
4.잘 사용을 못하고 있네요.
아깝다는 생각...실사용은 1시간도 안되었지만 케이스만 그렇거든요,,,
그리고 하나 더 핑크 매트 제품이 많이 연한색인데
핑크가 진하게 있는 것보다는 연하게 되어있는게 좋은거 가타요.
.식사를 할때 앞에 아이패드로 펜트하우스2를 보면서 먹을 수 있겠다는 생각에 들뜬 나머지 지금은 기뻐서 어쩔 줄을 모르겠어요.지금부터 아이패드로 공부만을 해야한다고 다짐했는데..케이스도 이뿌겠땅~드라마도 간간히 시청해야겠어요.스트레스 풀어야지 또 마지막으로 여러분 식사들 챙겨서 생활해주세요."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,22.03.06.,최근 아이패드를 구매했어요. 오래 깨끗한 상태로 잘 쓰고 싶은 마음에 케이스를 찾아보던 중 아이엠듀 제품을 발견했습니다!저는 평소 요 두가지 기준으로 물건을 구매해요.1. 구매량이,"최근 아이패드를 구매했어요. 오래 깨끗한 상태로 잘 쓰고 싶은 마음에 케이스를 찾아보던 중 아이엠듀 제품을 발견했습니다!

저는 평소 요 두가지 기준으로 물건을 구매해요.
1. 구매량이 많으면서도 구매후기가 좋은 제품
2. 가성비 좋은 제품

사실 이 두가지를 모두 충족하는 제품을 찾기가 어려워요. 그래서 아이엠듀 제품을 찾게 돼서 너무 기뻤어요👀

❗️ 제가 써보고 느꼈던 것을 정리해봤습니다.

[장점]
1) 컬러의 다양함
컬러가 엄청 . 저는 무난한 컬러가 좋은데 너무 밝은 톤은 부담되더라구요. ! 그리고 제가 평소에 회색을 크게 좋아하는 편이 아닌데 이 그레이 색감이 너무 예쁜 것 같아요!

2) 튼튼한 내구성
아이패드의 4면을 잘 감싸줘서 아이패드가 안전하게 보호되는 것 같아요. 받침대도 아이패드 전체를 든든하게 지지해줘서 영상을 볼 때 .

3) 우수한 그립감
아이패드만 그냥 들면 떨어트릴까 걱정되는데 이 케이스는 손에 착 붙어서 안정감있게 아이패드를 잡을 수 있어요.

지금 1주 정도 사용중인데 있어요 다들 예쁜 컬러로 겟❗️하면 좋을 것 같아요☺️"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,22.02.28.,"아이패드를 아이한테 뺐겼는데, 조만간 아이패드가 깨지겠다 싶어서 검색해서 구입했어요.일주일 정도 사용했는데 아이패드 보호도 잘 되고, 저렴한 가격에 잘 구입한 것 같아요동영상 볼","아이패드를 아이한테 뺐겼는데, 조만간 아이패드가 깨지겠다 싶어서 검색해서 구입했어요.

일주일 정도 사용했는데 아이패드 보호도 잘 되고, 저렴한 가격에 잘 구입한 것 같아요
동영상 볼 때도 편하고 가성비 최고입니다!!!

1. 아이패드 보호
기본적으로 아이패드를 충격으로부터 잘 보호해 주고, 생활방수 되니까 케이스에 음식물 같은거 묻어도 .

2. 색상
예쁜 색상이 많이 있는데 네이비 좋아하고 때가 탈까 싶어서 딥블루로 했는데 너무 튀지도 않고 깔끔하네요.

3. 동영상 시청
아이패드를 90%이상 유튜브(키즈) 동영상 볼 때 사용하는데 딱 시청하기 좋은 각도로 거치되어서 아이가 한 번 보기 시작하면 하루종일 보내요^^;; 사용하는것도 3살 .

4. 애플펜슬
애플펜슬 수납 공간이 있어서 어디다 뒀는지 안 찾아도 되고, 펜슬 캡 보관홀 있어서 충전할 때도 분실 방지

5. 드로잉 모드
아이가 ㄱㄴㄷ 대충 읽을 줄 알아서 글쓰기하고 주로 낙서용으로 사용하는데 그냥 사용하고 있어요^^

6. 스마트커버 기능
영상 보다가 . 특히 아이가 다보고 나서 전원버튼 누르기 힘든데 !!

결론은 빨리 구입하세요;)"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,22.02.25.,아이패드가 신학기로 인해 아직 오지 않아서 액정보호필름이랑 케이스만 받아놓은 상태입니다. 제가 갤럭시 태블릿을 써보니까 필름이랑 케이스가 없는 상태에서 쓰려니 무지 불안하더라구요.,"아이패드가 신학기로 인해 아직 오지 않아서 액정보호필름이랑 케이스만 받아놓은
상태입니다. 제가 갤럭시 태블릿을 써보니까 필름이랑 케이스가 없는 상태에서 쓰려
니 무지 불안하더라구요. 그래서 딸아이한테는 아이패드를 늦게 받더라도 미리 케이
스랑 액정보호 필름을 사놓는게 좋을꺼라고 말했어요. 오는데로 액정보호필름 붙이
고 케이스까지 끼워보고 한달 사용후기 올리도록 할께요. 기종 맞춰서 산거라서 별
무리 없을 거라고 생각해요. 아들이 아이패드 쓰고 있는데, 오빠가 쓰는 케이스는 아
아패드 뒷부분의 애플 로고가 보이는 거라서 같은 제품으로 사달라 하더군요. 요즘
애들은 아이폰에 대한 동경이 엄청 높더라구요. 그래서 로고 보이는걸 중시하더군
요. 그래서 케이스도 뒷편은 항상 . 딸아이인데도 분홍색 싫
어해요. 그레이(매트)로 사달라 하네요. 전 핑크가 예쁘던데, 요즘 아이들이 중성색을
. 아이패드가 3월 초순에 오기로 해서 그것만 목이 빠지게 기
다리고 있네요. . . 오빠는 애플팬슬 끼우는 부분이 없
는걸로 구입했는데, 딸아이는 애플 펜슬 끼우는 부분이 꼭 있어야 한다해서 맞춰서
주문했습니다."
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.03.11.,저는 아이패드 8세대 스페이스 그레이 색상에다가 이 케이스의 매트 블랙 색상을 선택해서 끼웠습니다. 색상도 제가 딱 생각하던 색상이었고 케이스 앞면이 벨벳 재질 같아서 부드러워 기,"저는 아이패드 8세대 스페이스 그레이 색상에다가 이 케이스의 매트 블랙 색상을 선택해서 끼웠습니다. 색상도 제가 딱 생각하던 색상이었고 케이스 앞면이 벨벳 재질 같아서 부드러워 기분 좋았습니다!
그리고 저는 공부용으로 산 거라 필기가 가장 중요한데 각도도 필기하기 좋은 각도였고 눈이 편안한 각도여서 상품을 잘 만들었다는 생각이 들었어요!
그리고 뒷면같은 곳이 투명인 게 싫으신 분들은 매트 버전 말고 다른 버전으로 사시면 아마 다 색깔로 통일될 거니까 잘 생각해보세요!
케이스가 단단히 받쳐주고 촉감도 아주 좋아서 대만족입니다! 펜슬도 잘 넣어놓을 수 있고요!
만약 케이스를 또 사게 된다면 저는 다른 버전 블랙도 궁금하니까 그걸로 재구매할 거 같아요ㅠㅠ 그만큼 각도도 좋아서 후회 안하실 거라는 뜻입니다! 다들 아이패드 케이스 찾고 계시다면 꼭 사세요!!
그리고 자세한 설명은 사진별 설명에 적어놓았으니 참고하세요!!"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.07.03.,여러분 이건 진짜 고민하지말고 사셔야해요!!!아이패드 인생에서 처음 구입하봤는데 좋은 케이스와 함께여서 행복하네요ㅠㅠㅠ💞일주일간 사용했는데 넘 좋아서 리뷰 남겨요☺️사용하면서 좋,"여러분 이건 진짜 고민하지말고 사셔야해요!!!
아이패드 인생에서 처음 구입하봤는데 좋은 케이스와 함께여서 행복하네요ㅠㅠㅠ💞
일주일간 사용했는데 넘 좋아서 리뷰 남겨요☺️

사용하면서 좋았던 점부터 말씀드릴게요!

1. 가성비 최고⭐️
이 제품의 최대 장점인 것 같아요ㅠㅠㅠ
저도 살까말까 고민할 때 가격도 저렴하니 속는셈치고 사자했는데 넘 !
가격이 저렴하지만 케이스는 전혀 저렴한 티가 안나요..색깔도 고급스럽고 .실제 색상이 궁금하신 분들은 사진 참고해주세용☺️(저는 딥그린 색상 구입했어요)

2. 걍 넘 예쁘다,,⭐️
제가 이 제품을 구입한 이유입니다!
뒤는 투명하고 앞면은 제 마음에 딱 꽂히는 제품을 찾고 있었는데 ..?
저는 개인적으로 . 앞면은 딱 ❤️
완전 투명한게 아니라 반투명이어서 -!뒷면으로 들고다니면서 세상사람들한테 자랑하고 싶은 이 마음ㅠㅠㅠ🥺
다른 색상들도 예뻐서 ㅎㅎㅎ

3. 얇은데 튼튼⭐️
얇아서 아이패드의 예쁜 외형은 유지하면서도 생각보다 튼튼하더라고요.
특히 영상모드로 고정시키면 거의 흔들림이 없고 문서작성모드는 조금의 흔들거림은 있지만 타자나 펜슬쓰는데는 .
내구성은 안떨어뜨려봐서 모르겠지만ㅋㅋㅋ!
사용하려고 고정했을 때 튼튼해서 좋았습니다☺️
사용모습 아래의 사진 참고해주세용,,!

4. 사용하기 편리⭐️
저는 케이스를 아이패드를 보호하려는 목적으로 구입했는데 사실상 받침대와 펜슬보관용으로 사용하고 있어요ㅎㅎㅎ!
받침대 만드는 방법도 어렵지 않고 펜슬 분실 위험이나 파손 위험이 줄어들어서 저같이 천방지축에게는 넘나 단비같은 존재네용,,🥺

앞으로 더 사용해봐야 알겠지만 일단은 너무나도다:-)❤️
한 가지 아쉬운 점 말씀드리자면 다른 리뷰에서처럼 필름 들뜸현상이 조금 있어요..!
처음에는 한 쪽이 아예 다 떠버려서 당황했는데 케이스 몇 번 잘 맞춰끼워보니 지금은 조금 들떠있어요. 사용하는데는 아무런 불편함 없구요. 막상 사용하면 신경 1도 안쓰여서 그라려니 사용하고 있습니다! 혹시나 들뜸현상 있으신 분 참고하셨음 좋겠네용🥰
좋은 제품 판매해주셔서 감사합니다. 잘 사용할게요-!"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.04.29.,만족해요.우선 아이패드가 검정색이여서 소다색과 잘 어울리지 않을것 같았지만 아이패드와 엄청 잘 어울립니다!그리고 각도도 두가지로 조절할수 있어 너무 뒤로 눕지 않아서 영상을 볼때,"만족해요.우선 아이패드가 검정색이여서 소다색과 잘 어울리지 않을것 같았지만 아이패드와 엄청 잘 어울립니다!그리고 각도도 두가지로 조절할수 있어 너무 뒤로 눕지 않아서 영상을 볼때 편하고 필기할때는 또 다른 각도로 사용할수 있어 편리해요.
또 애플펜슬까지 케이스에 한번에 보관할수 있고 애플펜슬 뿐만이 아니라 애플펜슬충전기(?) 까지 함께 보관할수 있어서 따로 아이패드를 파우치에 넣지 않고도 가지고 다닐수 있을것 같네요. 무게도 너무 무겁지 않고 생각보다 가벼워서 좋습니다!
사음품으로 아이패드 필름까지 받았는데 구성품도 생각보다 알차서 놀랐어요!!필름 사려고 했는데 사은품으로 필름까지 받아서 좋네요.다른 제품들에 비해 가격도 저렴한 편인것 같고 👍
추천해요❤️
총정리🤗
장점👍
케이스의 색이 예쁨
애플펜슬까지 한번에 넣을수 있어 가지고 다니기 편리
두가지 각도
저렴한 가격"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,4,아이엠듀 코리아,20.04.12.,"예뻐요~~ 가장 많이 선호하는 디자인인 거 같아요. 애플펜슬 수납도 가능하고, 패드의 앞 뒷면을 모두 보호할 수 있어서 좋았어요.아쉬운 점은 생각보다 너무 무겁더라고요ㅜㅜ 가의 패","예뻐요~~ 가장 많이 선호하는 디자인인 거 같아요. 애플펜슬 수납도 가능하고, 패드의 앞 뒷면을 모두 보호할 수 있어서 좋았어요.
아쉬운 점은 생각보다 너무 무겁더라고요ㅜㅜ 가의 패드를 2개 든 무게였어요. 한 손으로 들고 다니기네는 손목에 무리가 갈 수도 있을 무게? 그래서 팔에 받혀서 가지고 다녀요! 팔에 받히거나 양손으로 들면 괜찮아요.
펜슬 수납의 경우 케이스를 장착하지 않은 기본 펜슬 사이즈에 맞춰서 나왔어요! 케이스 없이 끼면 사이즈 잘 맞고 좋아요:) 대신 펜슬케이스를 끼신 분들은 실리콘 특성상 조금은 늘어나서 펜슬이 들어가긴 하나, 붕 떠서 잘 맞진 않아요! 펜슬 케이스 없이 펜촉만 꼈을 때에는 잘 장착 되고요! 혹시나 펜슬 케이스 장착시 호환 가능여부 궁금하신 분들은 아래 사진도 같이 참고하세요:)"
아이엠듀 아이패드 9세대 8세대 7세대 10.2인치 애플펜슬 수납홀더 스마트커버 케이스,5,아이엠듀 코리아,21.02.28.,진짜 제품구매하면서 리뷰같은거 절대 작성 안하는데 결론부터 말하자면 최고에요ㅠㅠ♡1.품질 이 가격에 이런 품질이라니 미쳤습니다ㅠㅠ 아래의 충전 단자나 스피커 부분은 넉넉하게,"진짜 제품구매하면서 리뷰같은거 절대 작성 안하는데 결론부터 말하자면 최고에요ㅠㅠ♡

1.품질
이 가격에 이런 품질이라니 미쳤습니다ㅠㅠ
아래의 충전 단자나 스피커 부분은 넉넉하게 뚫려있구요, 가끔 저가 케이스 구매하면 너무 작게 구멍이 뚫려있는 경우도 있어 충전기가 잘 안꽂히는 경우도 있거든요.
오른쪽의 볼륨 버튼과 상단의 전원 버튼은 아래부분에 약간의 틈을 줘서 너무 빡빡하지 않게 눌려서 좋았습니다.
뒷면의 카메라 버튼은 깊이있게 들어가 조금 세게 내려 놓더라도 카메라가 손상 될 일은 없을 듯 해요.
안쪽의 왼쪽 부분인 펜슬 수납공간 옆쪽으로는 . 너무 딱 붙게 만들어지는 케이스는 끼우거나 벗기기도 쉽지 않고, 안쪽의 공간이 떨어뜨렸을 때 충격을 좀더 완화해 줄 것 같아요.

2.디자인
저는 라벤더 색상을 선택했는데 신의 한 수 인 것 같아요. 너무 밝은 색은 금방 때가 타고, 너무 어두운 색은 칙칙해 보여서 고민 많이 했는데 잘 고른 것 같아요.
영상 시청 할 때는 아이패드를 세워서 보면 되고, 펜슬로 적을 땐 패드를 눕혀 더 낮은 각도로 설정할 수 있어서 좋아요.
실리콘 재질이라서 먼지 많이 붙고 지문이 많이 남을까봐 걱정 했는데 휴대폰 실리콘 케이스 같은 재질이 아니라 좀 더 단단하고 코팅이 되어있는 실리콘 재질이라 먼지나 잘 붙고 지문도 잘 안생겨요.
액정과 닿는 케이스 덮개 부분은 완전 초초극세사? 같은 느낌이에요. 실리콘과 극세사의 중간정도 느낌이랄까, 너무 극세사같은 재질이면 이물질이 많이 붙을텐데 액정 전면을 보호하면서도 이물질이 많이 안붙어서 좋았어요.

3.실용성
펜슬 보관과 거치. 솔직히 딱 이것 때문에 이 제품을 선택하게 되었는데요. 진짜 왜 이제야 이걸 알았을까 하는 ㅠㅠ
그동안 펜슬 들고 다니면 행여나 부러질까, 깨질까, 그것도 아니면 펜촉이나 캡 잃어버릴까봐 전전긍긍하면서 다녔던 제가 부끄럽네요ㅠㅠ
펜슬 보관하는 부분에 홈이 있어서 아이패드가 있음에도 전혀 빡빡하지않게 잘 빠지고 충전할 때 캡만 따로 .
펜슬 잠시 안쓸 때는 세워서 꽂아 놓을 수 있어서 책상 뒤지는 일도 줄었구요, 근데 펜슬 꽂아 놓으면 약간..... 와이파이 공유기 같은 느낌?ㅋㅋㅋ 그래도 펜슬만 잃어버리지 않는다면야 그정도는 감수해야죠ㅎㅎ

예전에 케이스 구매에 실패한 적이 있어서 약간 반신반의하면서 구매했는데 진짜 ㅠㅠ 여러분 한개만 사지말고 두개사세요. 아니 그냥 넉넉하게 세개씩 사세요!ㅋㅋ 저도 베릴그린이랑 딥블루 추가구매하러 갑니다♡"
